"""call_number""","""unit_id""","""incident_number""","""call_type""","""call_date""","""watch_date""","""received_dttm""","""entry_dttm""","""dispatch_dttm""","""response_dttm""","""on_scene_dttm""","""transport_dttm""","""hospital_dttm""","""call_final_disposition""","""available_dttm""","""address""","""city""","""zipcode_of_incident""","""battalion""","""station_area""","""box""","""original_priority""","""priority""","""final_priority""","""als_unit""","""call_type_group""","""number_of_alarms""","""unit_type""","""unit_sequence_in_call_dispatch""","""fire_prevention_district""","""supervisor_district""","""neighborhoods_analysis_boundaries""","""rowid""","""case_location""","""data_as_of""","""data_loaded_at""",""":@computed_region_ajp5_b2md""" 
"""063190304""","""E13""","""06090174""","""Outside Fire""","""2006-11-15T00:00:00.000""","""2006-11-15T00:00:00.000""","""2006-11-15T17:44:06.000""","""2006-11-15T17:44:49.000""","""2006-11-15T17:45:08.000""","""2006-11-15T17:46:10.000""","""2006-11-15T17:48:07.000""",,,"""SFPD""","""2006-11-15T18:25:43.000""","""MERCHANT ST/KEARNY ST""","""SF""","""94108""","""B01""","""13""","""1245""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""1""","""1""","""3""","""Chinatown""","""063190304-E13""","""POINT (-122.40488 37.79486)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""6"""
"""063180003""","""B01""","""06089688""","""Alarms""","""2006-11-14T00:00:00.000""","""2006-11-13T00:00:00.000""","""2006-11-14T00:11:50.000""","""2006-11-14T00:13:19.000""","""2006-11-14T00:13:34.000""","""2006-11-14T00:20:11.000""",,,,"""Other""","""2006-11-14T00:20:52.000""","""DAGGETT ST/07TH ST""","""SF""","""94158""","""B03""","""29""","""2414""","""3""","""3""","""3""","""false""",,"""1""","""CHIEF""","""2""","""3""","""10""","""Mission Bay""","""063180003-B01""","""POINT (-122.39583 37.767166)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""4"""
"""063290318""","""E44""","""06092929""","""Medical Incident""","""2006-11-25T00:00:00.000""","""2006-11-25T00:00:00.000""","""2006-11-25T21:57:52.000""","""2006-11-25T21:59:28.000""","""2006-11-25T22:00:07.000""","""2006-11-25T22:00:47.000""","""2006-11-25T22:03:46.000""",,,"""Other""","""2006-11-25T22:07:56.000""","""THORNTON AVE/SAN BRUNO AVE""","""SF""","""94134""","""B10""","""42""","""6362""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""1""","""10""","""9""","""Portola""","""063290318-E44""","""POINT (-122.40471 37.730316)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""25"""
"""063240109""","""D2""","""06091416""","""Structure Fire / Smoke in Building""","""2006-11-20T00:00:00.000""","""2006-11-20T00:00:00.000""","""2006-11-20T09:33:45.000""","""2006-11-20T09:34:19.000""","""2006-11-20T09:34:31.000""","""2006-11-20T09:34:44.000""",,,,"""Fire""","""2006-11-20T10:22:12.000""","""QUINTARA ST/39TH AVE""","""SF""","""94116""","""B08""","""18""","""0757""","""3""","""3""","""3""","""false""",,"""1""","""CHIEF""","""5""","""8""","""4""","""Sunset/Parkside""","""063240109-D2""","""POINT (-122.49751 37.7477)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""35"""
"""063250043""","""E43""","""06091667""","""Medical Incident""","""2006-11-21T00:00:00.000""","""2006-11-20T00:00:00.000""","""2006-11-21T05:30:46.000""","""2006-11-21T05:33:17.000""","""2006-11-21T05:33:25.000""","""2006-11-21T05:35:15.000""","""2006-11-21T05:37:33.000""","""2006-11-21T05:51:46.000""",,"""Other""","""2006-11-21T05:51:53.000""","""SOUTH HILL BLVD/CHICAGO WAY""","""SF""","""94112""","""B09""","""43""","""6235""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""1""","""9""","""11""","""Excelsior""","""063250043-E43""","""POINT (-122.431366 37.71066)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""7"""
"""063220275""","""E17""","""06090961""","""Medical Incident""","""2006-11-18T00:00:00.000""","""2006-11-18T00:00:00.000""","""2006-11-18T16:33:44.000""","""2006-11-18T16:34:41.000""","""2006-11-18T16:35:17.000""","""2006-11-18T16:36:29.000""","""2006-11-18T16:38:47.000""",,,"""Other""","""2006-11-18T16:44:56.000""","""REVERE AVE/BRIDGEVIEW DR/NEWHALL ST""","""SF""","""94124""","""B10""","""17""","""6514""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""1""","""10""","""10""","""Bayview Hunters Point""","""063220275-E17""","""POINT (-122.393906 37.733788)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""1"""
"""063270056""","""E06""","""06092202""","""Structure Fire / Smoke in Building""","""2006-11-23T00:00:00.000""","""2006-11-22T00:00:00.000""","""2006-11-23T05:13:27.000""","""2006-11-23T05:17:29.000""","""2006-11-23T05:17:45.000""","""2006-11-23T05:20:02.000""","""2006-11-23T05:21:29.000""",,,"""Fire""","""2006-11-23T05:31:32.000""","""MARKET ST/16TH ST/NOE ST""","""SF""","""94114""","""B05""","""06""","""5231""","""3""","""3""","""3""","""false""",,"""1""","""ENGINE""","""1""","""5""","""8""","""Castro/Upper Market""","""063270056-E06""","""POINT (-122.433075 37.764194)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""5"""
"""063150233""","""T17""","""06089018""","""Gas Leak (Natural and LP Gases)""","""2006-11-11T00:00:00.000""","""2006-11-11T00:00:00.000""","""2006-11-11T16:10:24.000""","""2006-11-11T16:11:24.000""","""2006-11-11T16:11:40.000""","""2006-11-11T16:12:52.000""","""2006-11-11T16:18:49.000""",,,"""Other""","""2006-11-11T16:43:56.000""","""GIANTS DR/EGBERT AVE""","""SF""","""94124""","""B10""","""17""","""6573""","""3""","""3""","""3""","""false""",,"""1""","""TRUCK""","""2""","""10""","""10""","""Bayview Hunters Point""","""063150233-T17""","""POINT (-122.38603 37.719124)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""1"""
"""063160027""","""84""","""06089155""","""Medical Incident""","""2006-11-12T00:00:00.000""","""2006-11-11T00:00:00.000""","""2006-11-12T02:14:40.000""","""2006-11-12T02:14:40.000""","""2006-11-12T02:15:18.000""","""2006-11-12T02:16:03.000""",,,,"""Other""","""2006-11-12T02:23:50.000""","""VALENCIA ST/16TH ST""","""SF""","""94103""","""B02""","""07""","""5247""","""1""","""1""","""2""","""true""",,"""1""","""MEDIC""","""2""","""2""","""8""","""Mission""","""063160027-84""","""POINT (-122.42189 37.76492)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""20"""
"""063210351""","""87""","""06090748""","""Medical Incident""","""2006-11-17T00:00:00.000""","""2006-11-17T00:00:00.000""","""2006-11-17T22:46:52.000""","""2006-11-17T22:46:52.000""","""2006-11-17T22:47:25.000""","""2006-11-17T22:48:04.000""","""2006-11-17T22:51:36.000""",,,"""No Merit""","""2006-11-17T22:52:42.000""","""EDDY ST/CYRIL MAGNIN ST""","""SF""","""94102""","""B03""","""01""","""1364""","""E""","""E""","""3""","""true""",,"""1""","""MEDIC""","""3""","""3""","""6""","""Tenderloin""","""063210351-87""","""POINT (-122.40849 37.784454)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""36"""
"""063150357""","""M21""","""06089126""","""Medical Incident""","""2006-11-11T00:00:00.000""","""2006-11-11T00:00:00.000""","""2006-11-11T23:29:42.000""","""2006-11-11T23:30:27.000""","""2006-11-11T23:31:22.000""","""2006-11-11T23:32:50.000""","""2006-11-11T23:35:58.000""","""2006-11-11T23:46:56.000""","""2006-11-12T00:00:14.000""","""Code 2 Transport""","""2006-11-12T00:12:51.000""","""STEINER ST/GROVE ST""","""SF""","""94117""","""B05""","""21""","""3631""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""3""","""5""","""5""","""Hayes Valley""","""063150357-M21""","""POINT (-122.43303 37.77655)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""9"""
"""063270214""","""E41""","""06092317""","""Traffic Collision""","""2006-11-23T00:00:00.000""","""2006-11-23T00:00:00.000""","""2006-11-23T14:50:49.000""","""2006-11-23T14:51:48.000""","""2006-11-23T14:52:30.000""","""2006-11-23T14:53:08.000""","""2006-11-23T14:55:06.000""",,,"""Other""","""2006-11-23T15:11:22.000""","""FRANKLIN ST/CALIFORNIA ST""","""SF""","""94109""","""B04""","""38""","""3225""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""3""","""4""","""2""","""Pacific Heights""","""063270214-E41""","""POINT (-122.42397 37.79016)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""39"""
"""063170135""","""M13""","""06089472""","""Medical Incident""","""2006-11-13T00:00:00.000""","""2006-11-13T00:00:00.000""","""2006-11-13T10:22:53.000""","""2006-11-13T10:24:07.000""","""2006-11-13T10:27:03.000""","""2006-11-13T10:27:18.000""",,,,"""Other""",,"""02ND ST/NATOMA ST""","""SF""","""94105""","""B03""","""01""","""2146""","""2""","""2""","""2""","""true""",,"""1""","""MEDIC""","""2""","""3""","""6""","""Financial District/South Beach""","""063170135-M13""","""POINT (-122.39879 37.787205)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""8"""
"""063160146""","""E03""","""06089228""","""Medical Incident""","""2006-11-12T00:00:00.000""","""2006-11-12T00:00:00.000""","""2006-11-12T11:05:47.000""","""2006-11-12T11:08:43.000""","""2006-11-12T11:09:14.000""","""2006-11-12T11:10:03.000""","""2006-11-12T11:11:41.000""",,,"""Other""","""2006-11-12T11:16:19.000""","""POLK ST/WILLOW ST""","""SF""","""94109""","""B02""","""03""","""1643""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""1""","""2""","""6""","""Tenderloin""","""063160146-E03""","""POINT (-122.41927 37.78357)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""36"""
"""063290240""","""E08""","""06092866""","""Medical Incident""","""2006-11-25T00:00:00.000""","""2006-11-25T00:00:00.000""","""2006-11-25T16:32:24.000""","""2006-11-25T16:35:01.000""","""2006-11-25T16:35:29.000""","""2006-11-25T16:37:06.000""","""2006-11-25T16:38:00.000""",,,"""Other""","""2006-11-25T16:47:07.000""","""04TH ST/WELSH ST""","""SF""","""94107""","""B03""","""08""","""2217""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""1""","""3""","""6""","""South of Market""","""063290240-E08""","""POINT (-122.39754 37.779133)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""34"""
"""063210258""","""M17""","""06090676""","""Medical Incident""","""2006-11-17T00:00:00.000""","""2006-11-17T00:00:00.000""","""2006-11-17T16:33:13.000""","""2006-11-17T16:34:34.000""","""2006-11-17T16:34:54.000""","""2006-11-17T16:36:33.000""","""2006-11-17T16:40:23.000""","""2006-11-17T16:55:52.000""","""2006-11-17T17:29:07.000""","""Code 2 Transport""","""2006-11-17T18:19:01.000""","""UNNAMED 021/BRIDGEVIEW DR""","""SF""","""94124""","""B10""","""42""","""6453""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""2""","""10""","""10""","""Bayview Hunters Point""","""063210258-M17""","""POINT (-122.39727 37.734863)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""1"""
"""063190344""","""M32""","""06090206""","""Medical Incident""","""2006-11-15T00:00:00.000""","""2006-11-15T00:00:00.000""","""2006-11-15T20:25:13.000""","""2006-11-15T20:26:13.000""","""2006-11-15T20:26:43.000""","""2006-11-15T20:27:20.000""","""2006-11-15T20:30:19.000""",,,"""Other""","""2006-11-15T20:33:52.000""","""24TH ST/OSAGE ALY""","""SF""","""94110""","""B06""","""11""","""5525""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""2""","""6""","""9""","""Mission""","""063190344-M32""","""POINT (-122.419014 37.752205)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""20"""
"""063120363""","""E32""","""06088190""","""Structure Fire / Smoke in Building""","""2006-11-08T00:00:00.000""","""2006-11-08T00:00:00.000""","""2006-11-08T18:10:11.000""","""2006-11-08T18:11:55.000""","""2006-11-08T18:12:16.000""","""2006-11-08T18:15:47.000""","""2006-11-08T18:16:23.000""",,,"""Other""","""2006-11-08T18:26:55.000""","""MISSION ST/HIGHLAND AVE/LEESE ST""","""SF""","""94110""","""B06""","""32""","""5631""","""3""","""3""","""3""","""false""",,"""1""","""ENGINE""","""1""","""6""","""8""","""Bernal Heights""","""063120363-E32""","""POINT (-122.42404 37.737408)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""2"""
"""063270098""","""T01""","""06092236""","""Alarms""","""2006-11-23T00:00:00.000""","""2006-11-23T00:00:00.000""","""2006-11-23T08:34:45.000""","""2006-11-23T08:36:54.000""","""2006-11-23T08:38:42.000""","""2006-11-23T08:40:54.000""",,,,"""Other""","""2006-11-23T08:43:33.000""","""OFARRELL ST/SECURITY PACIFIC PL""","""SF""","""94108""","""B03""","""01""","""2212""","""3""","""3""","""3""","""false""",,"""1""","""TRUCK""","""3""","""1""","""3""","""Financial District/South Beach""","""063270098-T01""","""POINT (-122.40535 37.786747)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""8"""
"""063270251""","""85""","""06092345""","""Medical Incident""","""2006-11-23T00:00:00.000""","""2006-11-23T00:00:00.000""","""2006-11-23T16:24:18.000""","""2006-11-23T16:25:49.000""","""2006-11-23T16:26:36.000""","""2006-11-23T16:27:03.000""",,"""2006-11-23T16:33:28.000""","""2006-11-23T17:04:45.000""","""Code 2 Transport""","""2006-11-23T17:35:11.000""","""FILLMORE ST/GOLDEN GATE AVE""","""SF""","""94115""","""B05""","""05""","""3535""","""2""","""2""","""2""","""true""",,"""1""","""MEDIC""","""1""","""5""","""5""","""Western Addition""","""063270251-85""","""POINT (-122.43195 37.779564)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""39"""
"""063240018""","""79""","""06091360""","""Medical Incident""","""2006-11-20T00:00:00.000""","""2006-11-19T00:00:00.000""","""2006-11-20T01:53:21.000""","""2006-11-20T01:56:35.000""","""2006-11-20T01:57:07.000""","""2006-11-20T01:58:16.000""","""2006-11-20T02:00:24.000""","""2006-11-20T02:13:16.000""","""2006-11-20T02:15:55.000""","""Code 2 Transport""","""2006-11-20T02:39:56.000""","""MARKET ST/RESERVOIR ST""","""SF""","""94114""","""B02""","""06""","""5127""","""1""","""1""","""2""","""true""",,"""1""","""MEDIC""","""1""","""2""","""8""","""Castro/Upper Market""","""063240018-79""","""POINT (-122.42746 37.768772)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""5"""
"""063140112""","""E06""","""06088627""","""Alarms""","""2006-11-10T00:00:00.000""","""2006-11-10T00:00:00.000""","""2006-11-10T09:47:30.000""","""2006-11-10T09:48:41.000""","""2006-11-10T09:48:58.000""","""2006-11-10T09:50:37.000""","""2006-11-10T09:52:57.000""",,,"""Other""","""2006-11-10T09:57:08.000""","""CASTRO ST/16TH ST""","""SF""","""94114""","""B05""","""06""","""5232""","""3""","""3""","""3""","""false""",,"""1""","""ENGINE""","""1""","""5""","""8""","""Castro/Upper Market""","""063140112-E06""","""POINT (-122.43532 37.764103)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""5"""
"""063250286""","""RS1""","""06091833""","""Medical Incident""","""2006-11-21T00:00:00.000""","""2006-11-21T00:00:00.000""","""2006-11-21T17:18:43.000""","""2006-11-21T17:18:45.000""","""2006-11-21T17:18:58.000""","""2006-11-21T17:19:52.000""",,,,"""Other""","""2006-11-21T17:20:16.000""","""04TH ST/ELLIS ST/MARKET ST/STOCKTON ST""","""SF""","""94103""","""B03""","""01""","""2212""","""3""","""3""","""3""","""false""",,"""1""","""RESCUE SQUAD""","""3""","""1""","""6""","""South of Market""","""063250286-RS1""","""POINT (-122.40583 37.785744)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""8"""
"""063160253""","""78""","""06089306""","""Medical Incident""","""2006-11-12T00:00:00.000""","""2006-11-12T00:00:00.000""","""2006-11-12T16:39:42.000""","""2006-11-12T16:42:29.000""","""2006-11-12T16:42:55.000""","""2006-11-12T16:43:18.000""","""2006-11-12T16:49:05.000""",,,"""Unable to Locate""","""2006-11-12T16:53:00.000""","""UNION ST/LEAVENWORTH ST""","""SF""","""94133""","""B01""","""41""","""1611""","""2""","""2""","""2""","""true""",,"""1""","""MEDIC""","""1""","""1""","""3""","""Russian Hill""","""063160253-78""","""POINT (-122.41739 37.79941)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""32"""
"""063220384""","""E36""","""06091062""","""Alarms""","""2006-11-18T00:00:00.000""","""2006-11-18T00:00:00.000""","""2006-11-18T23:06:22.000""","""2006-11-18T23:07:49.000""","""2006-11-18T23:07:58.000""","""2006-11-18T23:09:47.000""",,,,"""Other""","""2006-11-18T23:11:07.000""","""MINNA ST/09TH ST""","""SF""","""94103""","""B02""","""36""","""2336""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""2""","""2""","""6""","""South of Market""","""063220384-E36""","""POINT (-122.41418 37.7758)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""34"""
"""063150259""","""B02""","""06089038""","""Structure Fire / Smoke in Building""","""2006-11-11T00:00:00.000""","""2006-11-11T00:00:00.000""","""2006-11-11T17:15:44.000""","""2006-11-11T17:16:11.000""","""2006-11-11T17:16:21.000""","""2006-11-11T17:17:47.000""","""2006-11-11T17:20:34.000""",,,"""Other""","""2006-11-11T17:40:57.000""","""17TH ST/END""","""SF""","""94114""","""B05""","""06""","""5176""","""3""","""3""","""3""","""false""",,"""1""","""CHIEF""","""2""","""5""","""8""","""Castro/Upper Market""","""063150259-B02""","""POINT (-122.43644 37.76241)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""5"""
"""063200140""","""E19""","""06090323""","""Medical Incident""","""2006-11-16T00:00:00.000""","""2006-11-16T00:00:00.000""","""2006-11-16T11:01:36.000""","""2006-11-16T11:04:21.000""","""2006-11-16T11:04:30.000""","""2006-11-16T11:04:48.000""","""2006-11-16T11:06:34.000""",,,"""Patient Declined Transport""","""2006-11-16T11:22:03.000""","""STATE DR/LAKE MERCED BLVD""","""SF""","""94132""","""B08""","""19""","""8855""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""1""","""8""","""7""","""Lakeshore""","""063200140-E19""","""POINT (-122.48463 37.72489)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""16"""
"""063170281""","""B01""","""06089579""","""Alarms""","""2006-11-13T00:00:00.000""","""2006-11-13T00:00:00.000""","""2006-11-13T17:02:34.000""","""2006-11-13T17:03:36.000""","""2006-11-13T17:03:42.000""","""2006-11-13T17:04:47.000""","""2006-11-13T17:07:26.000""",,,"""Fire""","""2006-11-13T17:13:23.000""","""TAYLOR ST/WASHINGTON ST""","""SF""","""94108""","""B01""","""41""","""1444""","""3""","""3""","""3""","""false""",,"""1""","""CHIEF""","""1""","""1""","""3""","""Nob Hill""","""063170281-B01""","""POINT (-122.41301 37.79432)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""21"""
"""063280301""","""E01""","""06092663""","""Medical Incident""","""2006-11-24T00:00:00.000""","""2006-11-24T00:00:00.000""","""2006-11-24T20:52:49.000""","""2006-11-24T20:54:29.000""","""2006-11-24T20:55:13.000""",,"""2006-11-24T21:07:56.000""",,,"""Other""","""2006-11-24T21:15:26.000""","""GEARY ST/POWELL ST""","""SF""","""94102""","""B01""","""01""","""1362""","""2""","""2""","""2""","""true""",,"""1""","""ENGINE""","""2""","""1""","""3""","""Financial District/South Beach""","""063280301-E01""","""POINT (-122.408226 37.78736)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""8"""
"""063280135""","""RC3""","""06092538""","""Medical Incident""","""2006-11-24T00:00:00.000""","""2006-11-24T00:00:00.000""","""2006-11-24T11:48:00.000""","""2006-11-24T11:49:13.000""","""2006-11-24T11:49:24.000""",,"""2006-11-24T11:50:49.000""",,,"""Other""","""2006-11-24T12:18:58.000""","""27TH ST/SANCHEZ ST""","""SF""","""94131""","""B06""","""11""","""5552""","""3""","""3""","""3""","""true""",,"""1""","""RESCUE CAPTAIN""","""1""","""6""","""8""","""Noe Valley""","""063280135-RC3""","""POINT (-122.42919 37.74676)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""22"""
"""063250315""","""B03""","""06091854""","""Structure Fire / Smoke in Building""","""2006-11-21T00:00:00.000""","""2006-11-21T00:00:00.000""","""2006-11-21T18:51:37.000""","""2006-11-21T18:54:56.000""","""2006-11-21T18:59:46.000""","""2006-11-21T19:02:30.000""",,,,"""Other""","""2006-11-21T19:04:58.000""","""25TH ST/ORANGE ALY""","""SF""","""94110""","""B06""","""11""","""5535""","""3""","""3""","""3""","""false""",,"""1""","""CHIEF""","""10""","""6""","""9""","""Mission""","""063250315-B03""","""POINT (-122.41994 37.75054)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""20"""
"""063190019""","""E36""","""06089981""","""Medical Incident""","""2006-11-15T00:00:00.000""","""2006-11-14T00:00:00.000""","""2006-11-15T02:59:17.000""","""2006-11-15T03:00:49.000""","""2006-11-15T03:01:19.000""","""2006-11-15T03:03:06.000""","""2006-11-15T03:04:23.000""",,,"""Other""","""2006-11-15T03:14:25.000""","""MARKET ST/11TH ST""","""SF""","""94103""","""B02""","""36""","""3111""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""1""","""2""","""6""","""South of Market""","""063190019-E36""","""POINT (-122.418655 37.77556)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""34"""
